Element Type: DimNode 0, GUID: 8C17BCB1-3B85-40B6-A9CF-59D1E73910C0, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-90.31, -24.85, 0.00), (-90.29, -24.84, 0.00)], Position: (-90.30, -24.85), Info String: Dim Node 0
Element Type: DimNode 81, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 570, Length: 5.70, DimNode 81 Bounding Box: [(-56.81, -5.61, 0.00), (-56.79, -5.59, 0.00)], Position: (-56.80, -5.60), Info String: Dim Node 81
Element Type: DimNode 82, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 82 Bounding Box: [(-56.60, -5.61, 0.00), (-56.60, -5.59, 0.00)], Position: (-56.60, -5.60), Info String: Dim Node 82
Element Type: DimNode 83, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 9F69B9D3-DE99-47BB-BFAA-C638068880C6, Text: 10, Length: 0.10, DimNode 83 Bounding Box: [(-56.51, -5.61, 0.00), (-56.49, -5.59, 0.00)], Position: (-56.50, -5.60), Info String: Dim Node 83
Element Type: DimNode 84, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 585, Length: 5.85, DimNode 84 Bounding Box: [(-50.65, -5.61, 0.00), (-50.65, -5.59, 0.00)], Position: (-50.65, -5.60), Info String: Dim Node 84
Element Type: DimNode 85, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 85 Bounding Box: [(-50.45, -5.61, 0.00), (-50.44, -5.59, 0.00)], Position: (-50.45, -5.60), Info String: Dim Node 85
Element Type: DimNode 86, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 9F69B9D3-DE99-47BB-BFAA-C638068880C6, Text: 10, Length: 0.10, DimNode 86 Bounding Box: [(-50.35, -5.61, 0.00), (-50.35, -5.59, 0.00)], Position: (-50.35, -5.60), Info String: Dim Node 86
Element Type: DimNode 87, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 585, Length: 5.85, DimNode 87 Bounding Box: [(-44.51, -5.61, 0.00), (-44.49, -5.59, 0.00)], Position: (-44.50, -5.60), Info String: Dim Node 87
Element Type: DimNode 88, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 88 Bounding Box: [(-44.31, -5.61, 0.00), (-44.29, -5.59, 0.00)], Position: (-44.30, -5.60), Info String: Dim Node 88
Element Type: DimNode 89, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 9F69B9D3-DE99-47BB-BFAA-C638068880C6, Text: 10, Length: 0.10, DimNode 89 Bounding Box: [(-44.20, -5.61, 0.00), (-44.19, -5.59, 0.00)], Position: (-44.20, -5.60), Info String: Dim Node 89
Element Type: DimNode 90, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 585, Length: 5.85, DimNode 90 Bounding Box: [(-38.35, -5.61, 0.00), (-38.35, -5.59, 0.00)], Position: (-38.35, -5.60), Info String: Dim Node 90
Element Type: DimNode 91, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 91 Bounding Box: [(-38.15, -5.61, 0.00), (-38.15, -5.59, 0.00)], Position: (-38.15, -5.60), Info String: Dim Node 91
Element Type: DimNode 92, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 9F69B9D3-DE99-47BB-BFAA-C638068880C6, Text: 10, Length: 0.10, DimNode 92 Bounding Box: [(-38.06, -5.61, 0.00), (-38.04, -5.59, 0.00)], Position: (-38.05, -5.60), Info String: Dim Node 92
Element Type: DimNode 93, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 585, Length: 5.85, DimNode 93 Bounding Box: [(-32.20, -5.61, 0.00), (-32.19, -5.59, 0.00)], Position: (-32.20, -5.60), Info String: Dim Node 93
Element Type: DimNode 94, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 94 Bounding Box: [(-32.01, -5.61, 0.00), (-31.99, -5.59, 0.00)], Position: (-32.00, -5.60), Info String: Dim Node 94
Element Type: DimNode 95, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 9F69B9D3-DE99-47BB-BFAA-C638068880C6, Text: 10, Length: 0.10, DimNode 95 Bounding Box: [(-31.90, -5.61, 0.00), (-31.89, -5.59, 0.00)], Position: (-31.90, -5.60), Info String: Dim Node 95
Element Type: DimNode 96, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 580, Length: 5.80, DimNode 96 Bounding Box: [(-26.10, -5.61, 0.00), (-26.09, -5.59, 0.00)], Position: (-26.10, -5.60), Info String: Dim Node 96
Element Type: DimNode 97, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 97 Bounding Box: [(-25.90, -5.61, 0.00), (-25.90, -5.59, 0.00)], Position: (-25.90, -5.60), Info String: Dim Node 97
Element Type: DimNode 98, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 98 Bounding Box: [(-25.81, -5.61, 0.00), (-25.80, -5.59, 0.00)], Position: (-25.80, -5.60), Info String: Dim Node 98
Element Type: DimNode 99, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 99 Bounding Box: [(-25.60, -5.61, 0.00), (-25.59, -5.59, 0.00)], Position: (-25.60, -5.60), Info String: Dim Node 99
Element Type: DimNode 100, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: D1ABDF40-C0F9-4DFD-AE36-0FF7F9F9848B, Text: 50, Length: 0.50, DimNode 100 Bounding Box: [(-25.10, -5.61, 0.00), (-25.09, -5.59, 0.00)], Position: (-25.10, -5.60), Info String: Dim Node 100
Element Type: DimNode 101, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 560, Length: 5.60, DimNode 101 Bounding Box: [(-19.50, -5.61, 0.00), (-19.49, -5.59, 0.00)], Position: (-19.50, -5.60), Info String: Dim Node 101
Element Type: DimNode 102, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 102 Bounding Box: [(-19.31, -5.61, 0.00), (-19.30, -5.59, 0.00)], Position: (-19.30, -5.60), Info String: Dim Node 102
Element Type: DimNode 103, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: D1ABDF40-C0F9-4DFD-AE36-0FF7F9F9848B, Text: 10, Length: 0.10, DimNode 103 Bounding Box: [(-19.20, -5.61, 0.00), (-19.19, -5.59, 0.00)], Position: (-19.20, -5.60), Info String: Dim Node 103
Element Type: DimNode 104, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 610, Length: 6.10, DimNode 104 Bounding Box: [(-13.10, -5.61, 0.00), (-13.09, -5.59, 0.00)], Position: (-13.10, -5.60), Info String: Dim Node 104
Element Type: DimNode 105, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 105 Bounding Box: [(-12.90, -5.61, 0.00), (-12.89, -5.59, 0.00)], Position: (-12.90, -5.60), Info String: Dim Node 105
Element Type: DimNode 106, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: D1ABDF40-C0F9-4DFD-AE36-0FF7F9F9848B, Text: 15, Length: 0.15, DimNode 106 Bounding Box: [(-12.75, -5.61, 0.00), (-12.74, -5.59, 0.00)], Position: (-12.75, -5.60), Info String: Dim Node 106
Element Type: DimNode 107, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 615, Length: 6.15, DimNode 107 Bounding Box: [(-6.61, -5.61, 0.00), (-6.60, -5.59, 0.00)], Position: (-6.60, -5.60), Info String: Dim Node 107
Element Type: DimNode 108, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 108 Bounding Box: [(-6.41, -5.61, 0.00), (-6.40, -5.59, 0.00)], Position: (-6.40, -5.60), Info String: Dim Node 108
Element Type: DimNode 109, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 600, Length: 6.00, DimNode 109 Bounding Box: [(-0.40, -5.61, 0.00), (-0.39, -5.59, 0.00)], Position: (-0.40, -5.60), Info String: Dim Node 109
Element Type: DimNode 110, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 110 Bounding Box: [(-0.20, -5.61, 0.00), (-0.19, -5.59, 0.00)], Position: (-0.20, -5.60), Info String: Dim Node 110
Element Type: Dimension, GUID: A774469A-BC15-4536-8E35-E45B86EA131A, Dimension Bounding Box: [(-88.66, -5.69, 0.20), (-0.14, -5.51, 0.20)], Length: 88.40, Info String: Dim 2
Element Type: DimNode 111, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 111 Bounding Box: [(-88.60, 4.60, 0.00), (-88.60, 4.61, 0.00)], Position: (-88.60, 4.60), Info String: Dim Node 111
Element Type: DimNode 112, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 112 Bounding Box: [(-88.40, 4.60, 0.00), (-88.39, 4.61, 0.00)], Position: (-88.40, 4.60), Info String: Dim Node 112
Element Type: DimNode 113, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 610, Length: 6.10, DimNode 113 Bounding Box: [(-82.31, 4.60, 0.00), (-82.29, 4.61, 0.00)], Position: (-82.30, 4.60), Info String: Dim Node 113
Element Type: DimNode 114, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 114 Bounding Box: [(-82.10, 4.60, 0.00), (-82.10, 4.61, 0.00)], Position: (-82.10, 4.60), Info String: Dim Node 114
Element Type: DimNode 115, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 620, Length: 6.20, DimNode 115 Bounding Box: [(-75.90, 4.60, 0.00), (-75.89, 4.61, 0.00)], Position: (-75.90, 4.60), Info String: Dim Node 115
Element Type: DimNode 116, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 116 Bounding Box: [(-75.71, 4.60, 0.00), (-75.69, 4.61, 0.00)], Position: (-75.70, 4.60), Info String: Dim Node 116
Element Type: DimNode 117, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 620, Length: 6.20, DimNode 117 Bounding Box: [(-69.50, 4.60, 0.00), (-69.50, 4.61, 0.00)], Position: (-69.50, 4.60), Info String: Dim Node 117
Element Type: DimNode 118, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 118 Bounding Box: [(-69.31, 4.60, 0.00), (-69.29, 4.61, 0.00)], Position: (-69.30, 4.60), Info String: Dim Node 118
Element Type: DimNode 119, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 610, Length: 6.10, DimNode 119 Bounding Box: [(-63.21, 4.60, 0.00), (-63.19, 4.61, 0.00)], Position: (-63.20, 4.60), Info String: Dim Node 119
Element Type: DimNode 120, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 120 Bounding Box: [(-63.01, 4.60, 0.00), (-62.99, 4.61, 0.00)], Position: (-63.00, 4.60), Info String: Dim Node 120
Element Type: DimNode 121, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 121 Bounding Box: [(-62.90, 4.60, 0.00), (-62.90, 4.61, 0.00)], Position: (-62.90, 4.60), Info String: Dim Node 121
Element Type: DimNode 122, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 122 Bounding Box: [(-62.70, 4.60, 0.00), (-62.69, 4.61, 0.00)], Position: (-62.70, 4.60), Info String: Dim Node 122
Element Type: DimNode 123, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 590, Length: 5.90, DimNode 123 Bounding Box: [(-56.81, 4.60, 0.00), (-56.79, 4.61, 0.00)], Position: (-56.80, 4.60), Info String: Dim Node 123
Element Type: DimNode 124, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 124 Bounding Box: [(-56.60, 4.60, 0.00), (-56.60, 4.61, 0.00)], Position: (-56.60, 4.60), Info String: Dim Node 124
Element Type: DimNode 125, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 125 Bounding Box: [(-50.65, 4.60, 0.00), (-50.65, 4.61, 0.00)], Position: (-50.65, 4.60), Info String: Dim Node 125
Element Type: DimNode 126, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 126 Bounding Box: [(-50.45, 4.60, 0.00), (-50.44, 4.61, 0.00)], Position: (-50.45, 4.60), Info String: Dim Node 126
Element Type: DimNode 127, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 127 Bounding Box: [(-44.51, 4.60, 0.00), (-44.49, 4.61, 0.00)], Position: (-44.50, 4.60), Info String: Dim Node 127
Element Type: DimNode 128, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 128 Bounding Box: [(-44.31, 4.60, 0.00), (-44.29, 4.61, 0.00)], Position: (-44.30, 4.60), Info String: Dim Node 128
Element Type: DimNode 129, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 129 Bounding Box: [(-38.35, 4.60, 0.00), (-38.35, 4.61, 0.00)], Position: (-38.35, 4.60), Info String: Dim Node 129
Element Type: DimNode 130, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 130 Bounding Box: [(-38.15, 4.60, 0.00), (-38.15, 4.61, 0.00)], Position: (-38.15, 4.60), Info String: Dim Node 130
Element Type: DimNode 131, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 131 Bounding Box: [(-32.20, 4.60, 0.00), (-32.19, 4.61, 0.00)], Position: (-32.20, 4.60), Info String: Dim Node 131
Element Type: DimNode 132, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 132 Bounding Box: [(-32.01, 4.60, 0.00), (-31.99, 4.61, 0.00)], Position: (-32.00, 4.60), Info String: Dim Node 132
Element Type: DimNode 133, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 590, Length: 5.90, DimNode 133 Bounding Box: [(-26.10, 4.60, 0.00), (-26.09, 4.61, 0.00)], Position: (-26.10, 4.60), Info String: Dim Node 133
Element Type: DimNode 134, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 134 Bounding Box: [(-25.90, 4.60, 0.00), (-25.90, 4.61, 0.00)], Position: (-25.90, 4.60), Info String: Dim Node 134
Element Type: DimNode 135, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 135 Bounding Box: [(-25.81, 4.60, 0.00), (-25.80, 4.61, 0.00)], Position: (-25.80, 4.60), Info String: Dim Node 135
Element Type: DimNode 136, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 136 Bounding Box: [(-25.60, 4.60, 0.00), (-25.59, 4.61, 0.00)], Position: (-25.60, 4.60), Info String: Dim Node 136
Element Type: DimNode 137, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 610, Length: 6.10, DimNode 137 Bounding Box: [(-19.50, 4.60, 0.00), (-19.49, 4.61, 0.00)], Position: (-19.50, 4.60), Info String: Dim Node 137
Element Type: DimNode 138, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 138 Bounding Box: [(-19.31, 4.60, 0.00), (-19.30, 4.61, 0.00)], Position: (-19.30, 4.60), Info String: Dim Node 138
Element Type: DimNode 139, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 620, Length: 6.20, DimNode 139 Bounding Box: [(-13.10, 4.60, 0.00), (-13.09, 4.61, 0.00)], Position: (-13.10, 4.60), Info String: Dim Node 139
Element Type: DimNode 140, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 140 Bounding Box: [(-12.90, 4.60, 0.00), (-12.89, 4.61, 0.00)], Position: (-12.90, 4.60), Info String: Dim Node 140
Element Type: DimNode 141, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 630, Length: 6.30, DimNode 141 Bounding Box: [(-6.61, 4.60, 0.00), (-6.60, 4.61, 0.00)], Position: (-6.60, 4.60), Info String: Dim Node 141
Element Type: DimNode 142, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 142 Bounding Box: [(-6.41, 4.60, 0.00), (-6.40, 4.61, 0.00)], Position: (-6.40, 4.60), Info String: Dim Node 142
Element Type: Dimension, GUID: 858D56A9-5A1E-419A-9FE7-D85B6E009D79, Dimension Bounding Box: [(-88.66, 4.51, 0.20), (-6.34, 4.69, 0.20)], Length: 82.20, Info String: Dim 3
Element Type: DimNode 143, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 143 Bounding Box: [(-84.56, -18.41, 0.00), (-84.54, -18.40, 0.00)], Position: (-84.55, -18.40), Info String: Dim Node 143
Element Type: DimNode 144, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 144 Bounding Box: [(-84.36, -18.41, 0.00), (-84.35, -18.40, 0.00)], Position: (-84.35, -18.40), Info String: Dim Node 144
Element Type: DimNode 145, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 76E9021A-A590-4200-9C1D-1B7565467FFF, Text: 7,610, Length: 76.10, DimNode 145 Bounding Box: [(-8.26, -18.41, 0.00), (-8.24, -18.40, 0.00)], Position: (-8.25, -18.40), Info String: Dim Node 145
Element Type: DimNode 146, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 146 Bounding Box: [(-8.06, -18.41, 0.00), (-8.05, -18.40, 0.00)], Position: (-8.05, -18.40), Info String: Dim Node 146
Element Type: DimNode 147, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 325, Length: 3.25, DimNode 147 Bounding Box: [(-4.81, -18.41, 0.00), (-4.80, -18.40, 0.00)], Position: (-4.80, -18.40), Info String: Dim Node 147
Element Type: DimNode 148, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 148 Bounding Box: [(-4.71, -18.41, 0.00), (-4.70, -18.40, 0.00)], Position: (-4.70, -18.40), Info String: Dim Node 148
Element Type: DimNode 149, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: C59BB752-D2C8-40B3-A94B-1EE95DA3C591, Text: 430, Length: 4.30, DimNode 149 Bounding Box: [(-0.40, -18.41, 0.00), (-0.39, -18.40, 0.00)], Position: (-0.40, -18.40), Info String: Dim Node 149
Element Type: DimNode 150, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 150 Bounding Box: [(-0.20, -18.41, 0.00), (-0.19, -18.40, 0.00)], Position: (-0.20, -18.40), Info String: Dim Node 150
Element Type: Dimension, GUID: 4F90E923-3D7A-4C30-9CE1-BEA8DD0B140F, Dimension Bounding Box: [(-84.61, -18.49, 0.20), (-0.14, -18.31, 0.20)], Length: 84.35, Info String: Dim 4
Element Type: DimNode 151, GUID: 0A9D4E35-CF30-4F53-B3BA-C0D3866D3B68, Associated Element GUID: 3BEA1242-DF8A-4320-B03F-4F84DD911963, Text: 0, Length: 0.00, DimNode 151 Bounding Box: [(-87.71, -28.00, 0.00), (-87.69, -28.00, 0.00)], Position: (-87.70, -28.00), Info String: Dim Node 151
Element Type: DimNode 152, GUID: 0A9D4E35-CF30-4F53-B3BA-C0D3866D3B68, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 50, Length: 0.50, DimNode 152 Bounding Box: [(-87.71, -27.50, 0.00), (-87.69, -27.50, 0.00)], Position: (-87.70, -27.50), Info String: Dim Node 152
Element Type: DimNode 153, GUID: 0A9D4E35-CF30-4F53-B3BA-C0D3866D3B68, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 170, Length: 1.70, DimNode 153 Bounding Box: [(-87.71, -25.81, 0.00), (-87.69, -25.80, 0.00)], Position: (-87.70, -25.80), Info String: Dim Node 153
Element Type: DimNode 154, GUID: 0A9D4E35-CF30-4F53-B3BA-C0D3866D3B68, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 20, Length: 0.20, DimNode 154 Bounding Box: [(-87.71, -25.60, 0.00), (-87.69, -25.59, 0.00)], Position: (-87.70, -25.60), Info String: Dim Node 154
Element Type: DimNode 155, GUID: 0A9D4E35-CF30-4F53-B3BA-C0D3866D3B68, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 690, Length: 6.90, DimNode 155 Bounding Box: [(-87.71, -18.70, 0.00), (-87.69, -18.69, 0.00)], Position: (-87.70, -18.70), Info String: Dim Node 155
