Element Type: DimNode 0, GUID: 1EC6ABC4-0C95-4E69-A11B-E1A33A6ED17B, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-88.60, -1.73, 0.00), (-88.60, -1.72, 0.00)], Position: (-88.60, -1.72), Info String: Dim Node 0
Element Type: DimNode 78, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: A8C21FCF-E0C3-7F3E-4283-ABE913CF3952, Text: 15, Length: 0.15, DimNode 78 Bounding Box: [(-67.46, -6.18, 0.00), (-67.44, -6.17, 0.00)], Position: (-67.45, -6.18), Info String: Dim Node 78
Element Type: DimNode 79, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 9962ED34-6767-C922-DFFC-A0F50BA2BB56, Text: 95, Length: 0.95, DimNode 79 Bounding Box: [(-66.50, -6.18, 0.00), (-66.49, -6.17, 0.00)], Position: (-66.50, -6.18), Info String: Dim Node 79
Element Type: DimNode 80, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 9962ED34-6767-C922-DFFC-A0F50BA2BB56, Text: 10, Length: 0.10, DimNode 80 Bounding Box: [(-66.40, -6.18, 0.00), (-66.39, -6.17, 0.00)], Position: (-66.40, -6.18), Info String: Dim Node 80
Element Type: DimNode 81, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 70, Length: 0.70, DimNode 81 Bounding Box: [(-65.71, -6.18, 0.00), (-65.69, -6.17, 0.00)], Position: (-65.70, -6.18), Info String: Dim Node 81
Element Type: DimNode 82, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 82 Bounding Box: [(-65.60, -6.18, 0.00), (-65.60, -6.17, 0.00)], Position: (-65.60, -6.18), Info String: Dim Node 82
Element Type: DimNode 83, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 3A80999F-E3D0-867B-F57D-3E155B2D6A89, Text: 240, Length: 2.40, DimNode 83 Bounding Box: [(-63.20, -6.18, 0.00), (-63.19, -6.17, 0.00)], Position: (-63.20, -6.18), Info String: Dim Node 83
Element Type: DimNode 84, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 3A80999F-E3D0-867B-F57D-3E155B2D6A89, Text: 20, Length: 0.20, DimNode 84 Bounding Box: [(-63.01, -6.18, 0.00), (-62.99, -6.17, 0.00)], Position: (-63.00, -6.18), Info String: Dim Node 84
Element Type: DimNode 85, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Associated Element GUID: 58790D1B-F2CC-5D37-F200-4D8678D24858, Text: 120, Length: 1.20, DimNode 85 Bounding Box: [(-61.81, -6.18, 0.00), (-61.79, -6.17, 0.00)], Position: (-61.80, -6.18), Info String: Dim Node 85
Element Type: Dimension, GUID: D4B8D2DD-0284-434F-BC8C-5CB974006264, Dimension Bounding Box: [(-88.66, -6.27, 0.20), (-61.74, -6.08, 0.20)], Length: 26.80, Info String: Dim 4
Element Type: DimNode 86, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: A4C2F645-2320-1511-D761-D368E3254A86, Text: 0, Length: 0.00, DimNode 86 Bounding Box: [(-88.60, -7.81, 0.00), (-88.60, -7.80, 0.00)], Position: (-88.60, -7.81), Info String: Dim Node 86
Element Type: DimNode 87, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 9AD63D2F-38C1-2E8B-FBD7-B843EE4F3E09, Text: 640, Length: 6.40, DimNode 87 Bounding Box: [(-82.21, -7.81, 0.00), (-82.19, -7.80, 0.00)], Position: (-82.20, -7.81), Info String: Dim Node 87
Element Type: DimNode 88, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 9AD63D2F-38C1-2E8B-FBD7-B843EE4F3E09, Text: 20, Length: 0.20, DimNode 88 Bounding Box: [(-82.00, -7.81, 0.00), (-82.00, -7.80, 0.00)], Position: (-82.00, -7.81), Info String: Dim Node 88
Element Type: DimNode 89, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 189BFD6E-6806-9835-7755-FE7DC8EFFFF9, Text: 10, Length: 0.10, DimNode 89 Bounding Box: [(-81.90, -7.81, 0.00), (-81.89, -7.80, 0.00)], Position: (-81.90, -7.81), Info String: Dim Node 89
Element Type: DimNode 90, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 189BFD6E-6806-9835-7755-FE7DC8EFFFF9, Text: 100, Length: 1.00, DimNode 90 Bounding Box: [(-80.90, -7.81, 0.00), (-80.89, -7.80, 0.00)], Position: (-80.90, -7.81), Info String: Dim Node 90
Element Type: DimNode 91, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 25F18CE5-A007-E201-2273-7540EC7F25E3, Text: 100, Length: 1.00, DimNode 91 Bounding Box: [(-79.90, -7.81, 0.00), (-79.89, -7.80, 0.00)], Position: (-79.90, -7.81), Info String: Dim Node 91
Element Type: DimNode 92, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 25F18CE5-A007-E201-2273-7540EC7F25E3, Text: 100, Length: 1.00, DimNode 92 Bounding Box: [(-78.90, -7.81, 0.00), (-78.89, -7.80, 0.00)], Position: (-78.90, -7.81), Info String: Dim Node 92
Element Type: DimNode 93, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 4D7F11E0-9AD1-D123-D278-1044AD46B45E, Text: 620, Length: 6.20, DimNode 93 Bounding Box: [(-72.71, -7.81, 0.00), (-72.69, -7.80, 0.00)], Position: (-72.70, -7.81), Info String: Dim Node 93
Element Type: DimNode 94, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 4D7F11E0-9AD1-D123-D278-1044AD46B45E, Text: 100, Length: 1.00, DimNode 94 Bounding Box: [(-71.71, -7.81, 0.00), (-71.69, -7.80, 0.00)], Position: (-71.70, -7.81), Info String: Dim Node 94
Element Type: DimNode 95, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: C43A26B5-7335-86E1-996A-504E68704BF8, Text: 270, Length: 2.70, DimNode 95 Bounding Box: [(-69.00, -7.81, 0.00), (-69.00, -7.80, 0.00)], Position: (-69.00, -7.81), Info String: Dim Node 95
Element Type: DimNode 96, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: C43A26B5-7335-86E1-996A-504E68704BF8, Text: 100, Length: 1.00, DimNode 96 Bounding Box: [(-68.00, -7.81, 0.00), (-68.00, -7.80, 0.00)], Position: (-68.00, -7.81), Info String: Dim Node 96
Element Type: DimNode 97, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 6CC7EDED-94C8-4C53-957F-19EB2A54D884, Text: 40, Length: 0.40, DimNode 97 Bounding Box: [(-67.60, -7.81, 0.00), (-67.60, -7.80, 0.00)], Position: (-67.60, -7.81), Info String: Dim Node 97
Element Type: DimNode 98, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 6CC7EDED-94C8-4C53-957F-19EB2A54D884, Text: 20, Length: 0.20, DimNode 98 Bounding Box: [(-67.40, -7.81, 0.00), (-67.39, -7.80, 0.00)], Position: (-67.40, -7.81), Info String: Dim Node 98
Element Type: DimNode 99, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 8742DD7E-CA1B-9430-4C28-1F2B06EC9D87, Text: 420, Length: 4.20, DimNode 99 Bounding Box: [(-63.20, -7.81, 0.00), (-63.19, -7.80, 0.00)], Position: (-63.20, -7.81), Info String: Dim Node 99
Element Type: DimNode 100, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 8742DD7E-CA1B-9430-4C28-1F2B06EC9D87, Text: 20, Length: 0.20, DimNode 100 Bounding Box: [(-63.01, -7.81, 0.00), (-62.99, -7.80, 0.00)], Position: (-63.00, -7.81), Info String: Dim Node 100
Element Type: DimNode 101, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Associated Element GUID: 90E75115-3B43-C455-BB8F-A20EDF2D4A8C, Text: 120, Length: 1.20, DimNode 101 Bounding Box: [(-61.81, -7.81, 0.00), (-61.79, -7.80, 0.00)], Position: (-61.80, -7.81), Info String: Dim Node 101
Element Type: Dimension, GUID: 2D108ED3-E2B0-449B-A46D-F509B5D5D033, Dimension Bounding Box: [(-88.66, -7.90, 0.20), (-61.74, -7.71, 0.20)], Length: 26.80, Info String: Dim 5
Element Type: DimNode 102, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: F83C0D65-7E85-79FA-4B7B-99F2448917EE, Text: 0, Length: 0.00, DimNode 102 Bounding Box: [(-78.50, -10.17, 0.00), (-78.49, -10.16, 0.00)], Position: (-78.50, -10.17), Info String: Dim Node 102
Element Type: DimNode 103, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: F83C0D65-7E85-79FA-4B7B-99F2448917EE, Text: 5, Length: 0.05, DimNode 103 Bounding Box: [(-78.45, -10.17, 0.00), (-78.44, -10.16, 0.00)], Position: (-78.45, -10.17), Info String: Dim Node 103
Element Type: DimNode 104, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: FC460EB5-B625-7899-9F04-7AA54CCF397F, Text: 250, Length: 2.50, DimNode 104 Bounding Box: [(-75.95, -10.17, 0.00), (-75.94, -10.16, 0.00)], Position: (-75.95, -10.17), Info String: Dim Node 104
Element Type: DimNode 105, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: FC460EB5-B625-7899-9F04-7AA54CCF397F, Text: 30, Length: 0.30, DimNode 105 Bounding Box: [(-75.65, -10.17, 0.00), (-75.64, -10.16, 0.00)], Position: (-75.65, -10.17), Info String: Dim Node 105
Element Type: DimNode 106, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 8C0F1558-4524-CAA6-6940-C77AD4759738, Text: 270, Length: 2.70, DimNode 106 Bounding Box: [(-72.95, -10.17, 0.00), (-72.94, -10.16, 0.00)], Position: (-72.95, -10.17), Info String: Dim Node 106
Element Type: DimNode 107, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 8C0F1558-4524-CAA6-6940-C77AD4759738, Text: 30, Length: 0.30, DimNode 107 Bounding Box: [(-72.65, -10.17, 0.00), (-72.64, -10.16, 0.00)], Position: (-72.65, -10.17), Info String: Dim Node 107
Element Type: DimNode 108, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 6EFA3C3E-5B76-341E-C6A6-AF58385ADE30, Text: 110, Length: 1.10, DimNode 108 Bounding Box: [(-71.56, -10.17, 0.00), (-71.54, -10.16, 0.00)], Position: (-71.55, -10.17), Info String: Dim Node 108
Element Type: DimNode 109, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: F872193D-B396-7F92-B8D2-F5F13B00F9D8, Text: 235, Length: 2.35, DimNode 109 Bounding Box: [(-69.21, -10.17, 0.00), (-69.19, -10.16, 0.00)], Position: (-69.20, -10.17), Info String: Dim Node 109
Element Type: DimNode 110, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: F872193D-B396-7F92-B8D2-F5F13B00F9D8, Text: 10, Length: 0.10, DimNode 110 Bounding Box: [(-69.10, -10.17, 0.00), (-69.10, -10.16, 0.00)], Position: (-69.10, -10.17), Info String: Dim Node 110
Element Type: DimNode 111, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 4564D75E-96F9-4750-C987-961205872CCE, Text: 5, Length: 0.05, DimNode 111 Bounding Box: [(-69.06, -10.17, 0.00), (-69.04, -10.16, 0.00)], Position: (-69.05, -10.17), Info String: Dim Node 111
Element Type: DimNode 112, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 4564D75E-96F9-4750-C987-961205872CCE, Text: 100, Length: 1.00, DimNode 112 Bounding Box: [(-68.06, -10.17, 0.00), (-68.04, -10.16, 0.00)], Position: (-68.05, -10.17), Info String: Dim Node 112
Element Type: DimNode 113, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: F4CF86ED-DEEC-1950-C73A-8557B61B61F7, Text: 50, Length: 0.50, DimNode 113 Bounding Box: [(-67.56, -10.17, 0.00), (-67.54, -10.16, 0.00)], Position: (-67.55, -10.17), Info String: Dim Node 113
Element Type: DimNode 114, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: C6AC0810-CBC2-A63E-EA35-AC34A2A235B5, Text: 80, Length: 0.80, DimNode 114 Bounding Box: [(-66.75, -10.17, 0.00), (-66.75, -10.16, 0.00)], Position: (-66.75, -10.17), Info String: Dim Node 114
Element Type: DimNode 115, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: C6AC0810-CBC2-A63E-EA35-AC34A2A235B5, Text: 90, Length: 0.90, DimNode 115 Bounding Box: [(-65.85, -10.17, 0.00), (-65.85, -10.16, 0.00)], Position: (-65.85, -10.17), Info String: Dim Node 115
Element Type: DimNode 116, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 8742DD7E-CA1B-9430-4C28-1F2B06EC9D87, Text: 265, Length: 2.65, DimNode 116 Bounding Box: [(-63.20, -10.17, 0.00), (-63.19, -10.16, 0.00)], Position: (-63.20, -10.17), Info String: Dim Node 116
Element Type: DimNode 117, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 8742DD7E-CA1B-9430-4C28-1F2B06EC9D87, Text: 20, Length: 0.20, DimNode 117 Bounding Box: [(-63.01, -10.17, 0.00), (-62.99, -10.16, 0.00)], Position: (-63.00, -10.17), Info String: Dim Node 117
Element Type: DimNode 118, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Associated Element GUID: 90E75115-3B43-C455-BB8F-A20EDF2D4A8C, Text: 120, Length: 1.20, DimNode 118 Bounding Box: [(-61.81, -10.17, 0.00), (-61.79, -10.16, 0.00)], Position: (-61.80, -10.17), Info String: Dim Node 118
Element Type: Dimension, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, Dimension Bounding Box: [(-78.56, -10.26, 0.20), (-61.74, -10.07, 0.20)], Length: 16.70, Info String: Dim 6
Element Type: DimNode 119, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: F83C0D65-7E85-79FA-4B7B-99F2448917EE, Text: 0, Length: 0.00, DimNode 119 Bounding Box: [(-78.50, -13.81, 0.00), (-78.49, -13.80, 0.00)], Position: (-78.50, -13.81), Info String: Dim Node 119
Element Type: DimNode 120, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: F83C0D65-7E85-79FA-4B7B-99F2448917EE, Text: 5, Length: 0.05, DimNode 120 Bounding Box: [(-78.45, -13.81, 0.00), (-78.44, -13.80, 0.00)], Position: (-78.45, -13.81), Info String: Dim Node 120
Element Type: DimNode 121, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: FC460EB5-B625-7899-9F04-7AA54CCF397F, Text: 250, Length: 2.50, DimNode 121 Bounding Box: [(-75.95, -13.81, 0.00), (-75.94, -13.80, 0.00)], Position: (-75.95, -13.81), Info String: Dim Node 121
Element Type: DimNode 122, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: FC460EB5-B625-7899-9F04-7AA54CCF397F, Text: 30, Length: 0.30, DimNode 122 Bounding Box: [(-75.65, -13.81, 0.00), (-75.64, -13.80, 0.00)], Position: (-75.65, -13.81), Info String: Dim Node 122
Element Type: DimNode 123, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 8C0F1558-4524-CAA6-6940-C77AD4759738, Text: 270, Length: 2.70, DimNode 123 Bounding Box: [(-72.95, -13.81, 0.00), (-72.94, -13.80, 0.00)], Position: (-72.95, -13.81), Info String: Dim Node 123
Element Type: DimNode 124, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 8C0F1558-4524-CAA6-6940-C77AD4759738, Text: 30, Length: 0.30, DimNode 124 Bounding Box: [(-72.65, -13.81, 0.00), (-72.64, -13.80, 0.00)], Position: (-72.65, -13.81), Info String: Dim Node 124
Element Type: DimNode 125, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 7CF4A5CA-17B1-6A1D-198B-B2913EF65DEA, Text: 100, Length: 1.00, DimNode 125 Bounding Box: [(-71.65, -13.81, 0.00), (-71.64, -13.80, 0.00)], Position: (-71.65, -13.81), Info String: Dim Node 125
Element Type: DimNode 126, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 7CF4A5CA-17B1-6A1D-198B-B2913EF65DEA, Text: 10, Length: 0.10, DimNode 126 Bounding Box: [(-71.56, -13.81, 0.00), (-71.54, -13.80, 0.00)], Position: (-71.55, -13.81), Info String: Dim Node 126
Element Type: DimNode 127, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: EBF8550B-0587-6B00-2D41-6865212DCB1D, Text: 60, Length: 0.60, DimNode 127 Bounding Box: [(-70.96, -13.81, 0.00), (-70.94, -13.80, 0.00)], Position: (-70.95, -13.81), Info String: Dim Node 127
Element Type: DimNode 128, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 7DA9DF15-BB58-2B11-8CEC-0C213615D141, Text: 175, Length: 1.75, DimNode 128 Bounding Box: [(-69.21, -13.81, 0.00), (-69.19, -13.80, 0.00)], Position: (-69.20, -13.81), Info String: Dim Node 128
Element Type: DimNode 129, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: 7DA9DF15-BB58-2B11-8CEC-0C213615D141, Text: 10, Length: 0.10, DimNode 129 Bounding Box: [(-69.10, -13.81, 0.00), (-69.10, -13.80, 0.00)], Position: (-69.10, -13.81), Info String: Dim Node 129
Element Type: DimNode 130, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: EFE80D6B-D3E9-1759-69AD-8B3AAF01D87B, Text: 590, Length: 5.90, DimNode 130 Bounding Box: [(-63.20, -13.81, 0.00), (-63.19, -13.80, 0.00)], Position: (-63.20, -13.81), Info String: Dim Node 130
Element Type: DimNode 131, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Associated Element GUID: EFE80D6B-D3E9-1759-69AD-8B3AAF01D87B, Text: 20, Length: 0.20, DimNode 131 Bounding Box: [(-63.01, -13.81, 0.00), (-62.99, -13.80, 0.00)], Position: (-63.00, -13.81), Info String: Dim Node 131
Element Type: Dimension, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, Dimension Bounding Box: [(-78.56, -13.90, 0.20), (-62.94, -13.71, 0.20)], Length: 15.50, Info String: Dim 7
Element Type: DimNode 132, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: DEF5C0E9-77B3-7D7B-A8D4-21B4A45C56E2, Text: 0, Length: 0.00, DimNode 132 Bounding Box: [(-78.50, -16.77, 0.00), (-78.49, -16.76, 0.00)], Position: (-78.50, -16.76), Info String: Dim Node 132
Element Type: DimNode 133, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: DEF5C0E9-77B3-7D7B-A8D4-21B4A45C56E2, Text: 10, Length: 0.10, DimNode 133 Bounding Box: [(-78.40, -16.77, 0.00), (-78.39, -16.76, 0.00)], Position: (-78.40, -16.76), Info String: Dim Node 133
Element Type: DimNode 134, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 9E981534-5EAE-70EC-A836-2A239FEC7A5C, Text: 175, Length: 1.75, DimNode 134 Bounding Box: [(-76.65, -16.77, 0.00), (-76.64, -16.76, 0.00)], Position: (-76.65, -16.76), Info String: Dim Node 134
Element Type: DimNode 135, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 9E981534-5EAE-70EC-A836-2A239FEC7A5C, Text: 10, Length: 0.10, DimNode 135 Bounding Box: [(-76.56, -16.77, 0.00), (-76.54, -16.76, 0.00)], Position: (-76.55, -16.76), Info String: Dim Node 135
Element Type: DimNode 136, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 42D50D9D-2D95-626A-F485-7F933F48D5D5, Text: 110, Length: 1.10, DimNode 136 Bounding Box: [(-75.45, -16.77, 0.00), (-75.44, -16.76, 0.00)], Position: (-75.45, -16.76), Info String: Dim Node 136
Element Type: DimNode 137, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 6F17DAB7-F19B-1BAC-B5A5-2728EC061FEB, Text: 360, Length: 3.60, DimNode 137 Bounding Box: [(-71.85, -16.77, 0.00), (-71.84, -16.76, 0.00)], Position: (-71.85, -16.76), Info String: Dim Node 137
Element Type: DimNode 138, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 6F17DAB7-F19B-1BAC-B5A5-2728EC061FEB, Text: 30, Length: 0.30, DimNode 138 Bounding Box: [(-71.56, -16.77, 0.00), (-71.54, -16.76, 0.00)], Position: (-71.55, -16.76), Info String: Dim Node 138
Element Type: DimNode 139, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: F02B5CD4-E255-257A-2448-09766645BC5F, Text: 235, Length: 2.35, DimNode 139 Bounding Box: [(-69.21, -16.77, 0.00), (-69.19, -16.76, 0.00)], Position: (-69.20, -16.76), Info String: Dim Node 139
Element Type: DimNode 140, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: F02B5CD4-E255-257A-2448-09766645BC5F, Text: 10, Length: 0.10, DimNode 140 Bounding Box: [(-69.10, -16.77, 0.00), (-69.10, -16.76, 0.00)], Position: (-69.10, -16.76), Info String: Dim Node 140
Element Type: DimNode 141, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 23F05514-8977-B48B-2590-60E9F1E73893, Text: 5, Length: 0.05, DimNode 141 Bounding Box: [(-69.06, -16.77, 0.00), (-69.04, -16.76, 0.00)], Position: (-69.05, -16.76), Info String: Dim Node 141
Element Type: DimNode 142, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 23F05514-8977-B48B-2590-60E9F1E73893, Text: 100, Length: 1.00, DimNode 142 Bounding Box: [(-68.06, -16.77, 0.00), (-68.04, -16.76, 0.00)], Position: (-68.05, -16.76), Info String: Dim Node 142
Element Type: DimNode 143, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 20244071-F0EC-0DE4-BC1E-1B78F6054BC5, Text: 50, Length: 0.50, DimNode 143 Bounding Box: [(-67.56, -16.77, 0.00), (-67.54, -16.76, 0.00)], Position: (-67.55, -16.76), Info String: Dim Node 143
Element Type: DimNode 144, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 20244071-F0EC-0DE4-BC1E-1B78F6054BC5, Text: 15, Length: 0.15, DimNode 144 Bounding Box: [(-67.40, -16.77, 0.00), (-67.39, -16.76, 0.00)], Position: (-67.40, -16.76), Info String: Dim Node 144
Element Type: DimNode 145, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 2CEA0780-4582-7714-6BB2-3FAEAB95556A, Text: 65, Length: 0.65, DimNode 145 Bounding Box: [(-66.75, -16.77, 0.00), (-66.75, -16.76, 0.00)], Position: (-66.75, -16.76), Info String: Dim Node 145
Element Type: DimNode 146, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 2CEA0780-4582-7714-6BB2-3FAEAB95556A, Text: 90, Length: 0.90, DimNode 146 Bounding Box: [(-65.85, -16.77, 0.00), (-65.85, -16.76, 0.00)], Position: (-65.85, -16.76), Info String: Dim Node 146
Element Type: DimNode 147, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 48BEF9CF-A217-1B08-D674-7F0D81268552, Text: 265, Length: 2.65, DimNode 147 Bounding Box: [(-63.20, -16.77, 0.00), (-63.19, -16.76, 0.00)], Position: (-63.20, -16.76), Info String: Dim Node 147
Element Type: DimNode 148, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Associated Element GUID: 48BEF9CF-A217-1B08-D674-7F0D81268552, Text: 20, Length: 0.20, DimNode 148 Bounding Box: [(-63.01, -16.77, 0.00), (-62.99, -16.76, 0.00)], Position: (-63.00, -16.76), Info String: Dim Node 148
Element Type: Dimension, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, Dimension Bounding Box: [(-78.56, -16.85, 0.20), (-62.94, -16.67, 0.20)], Length: 15.50, Info String: Dim 8
Element Type: DimNode 149, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, Associated Element GUID: 3CC00D31-B832-1A5F-B76B-B1F38988E0E5, Text: 0, Length: 0.00, DimNode 149 Bounding Box: [(-88.60, -18.04, 0.00), (-88.60, -18.03, 0.00)], Position: (-88.60, -18.04), Info String: Dim Node 149
Element Type: DimNode 150, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, Associated Element GUID: 3EB3F2CD-0845-5D7C-2CB7-7E525E7118ED, Text: 640, Length: 6.40, DimNode 150 Bounding Box: [(-82.21, -18.04, 0.00), (-82.19, -18.03, 0.00)], Position: (-82.20, -18.04), Info String: Dim Node 150
Element Type: DimNode 151, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, Associated Element GUID: 3EB3F2CD-0845-5D7C-2CB7-7E525E7118ED, Text: 20, Length: 0.20, DimNode 151 Bounding Box: [(-82.00, -18.04, 0.00), (-82.00, -18.03, 0.00)], Position: (-82.00, -18.04), Info String: Dim Node 151
Element Type: DimNode 152, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, Associated Element GUID: 2F7B9EE4-A3D5-7EF0-28DA-13A151DF3D7D, Text: 650, Length: 6.50, DimNode 152 Bounding Box: [(-75.50, -18.04, 0.00), (-75.49, -18.03, 0.00)], Position: (-75.50, -18.04), Info String: Dim Node 152
