Element Type: DimNode 0, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 0 Bounding Box: [(44.16, -0.16, 0.00), (44.17, -0.14, 0.00)], Position: (44.17, -0.15), Info String: Dim Node 0
Element Type: DimNode 1, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 62FBFE50-0C59-E441-9070-82ED4333C30F, Text: 4.225, Length: 4.23, DimNode 1 Bounding Box: [(44.16, -4.38, 0.00), (44.17, -4.37, 0.00)], Position: (44.17, -4.38), Info String: Dim Node 1
Element Type: DimNode 2, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 427A07B4-534D-C147-9633-A718D8878009, Text: 4.775, Length: 4.77, DimNode 2 Bounding Box: [(44.16, -9.15, 0.00), (44.17, -9.15, 0.00)], Position: (44.17, -9.15), Info String: Dim Node 2
Element Type: DimNode 3, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: E7331A34-B3E4-7946-B0A5-93950F4FE10B, Text: 6.700, Length: 6.70, DimNode 3 Bounding Box: [(44.16, -15.85, 0.00), (44.17, -15.85, 0.00)], Position: (44.17, -15.85), Info String: Dim Node 3
Element Type: DimNode 4, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: B0FE5AF8-40AD-BA41-8C87-C4763841FF52, Text: 3.575, Length: 3.58, DimNode 4 Bounding Box: [(44.16, -19.43, 0.00), (44.17, -19.42, 0.00)], Position: (44.17, -19.43), Info String: Dim Node 4
Element Type: DimNode 5, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 4.425, Length: 4.43, DimNode 5 Bounding Box: [(44.16, -23.85, 0.00), (44.17, -23.84, 0.00)], Position: (44.17, -23.85), Info String: Dim Node 5
Element Type: Dimension, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Dimension Bounding Box: [(44.07, -23.91, 0.00), (44.26, -0.09, 0.00)], Length: 23.70, Info String: Dim 1
Element Type: DimNode 6, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 6 Bounding Box: [(46.19, -26.88, 0.00), (46.20, -26.87, 0.00)], Position: (46.19, -26.88), Info String: Dim Node 6
Element Type: DimNode 7, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 12.200, Length: 12.20, DimNode 7 Bounding Box: [(58.39, -26.88, 0.00), (58.40, -26.87, 0.00)], Position: (58.39, -26.88), Info String: Dim Node 7
Element Type: Dimension, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Dimension Bounding Box: [(46.13, -26.97, 0.00), (58.45, -26.78, 0.00)], Length: 12.20, Info String: Dim 2
Element Type: DimNode 8, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 8 Bounding Box: [(43.52, -0.16, 0.00), (43.53, -0.14, 0.00)], Position: (43.52, -0.15), Info String: Dim Node 8
Element Type: DimNode 9, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 23.700, Length: 23.70, DimNode 9 Bounding Box: [(43.52, -23.85, 0.00), (43.53, -23.84, 0.00)], Position: (43.52, -23.85), Info String: Dim Node 9
Element Type: Dimension, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Dimension Bounding Box: [(43.43, -23.91, 0.00), (43.61, -0.09, 0.00)], Length: 23.70, Info String: Dim 3
Element Type: DimNode 10, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 10 Bounding Box: [(46.19, -25.88, 0.00), (46.20, -25.87, 0.00)], Position: (46.19, -25.88), Info String: Dim Node 10
Element Type: DimNode 11, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: E367656E-83C9-6345-BDDE-DCA5F3F0E77B, Text: 4.975, Length: 4.98, DimNode 11 Bounding Box: [(51.16, -25.88, 0.00), (51.17, -25.87, 0.00)], Position: (51.17, -25.88), Info String: Dim Node 11
Element Type: DimNode 12, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 74EAD3FB-A062-8C40-92C8-56C8397B4EBC, Text: 2.250, Length: 2.25, DimNode 12 Bounding Box: [(53.41, -25.88, 0.00), (53.42, -25.87, 0.00)], Position: (53.42, -25.88), Info String: Dim Node 12
Element Type: DimNode 13, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 4.975, Length: 4.97, DimNode 13 Bounding Box: [(58.39, -25.88, 0.00), (58.40, -25.87, 0.00)], Position: (58.39, -25.88), Info String: Dim Node 13
Element Type: Dimension, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Dimension Bounding Box: [(46.13, -25.97, 0.00), (58.45, -25.78, 0.00)], Length: 12.20, Info String: Dim 4
Element Type: Wall, GUID: 619B3302-1090-C043-AD9E-A8629EA12E84, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(50.02, -24.70, 3.05), (50.07, -24.60, 7.60)], Label Type: 0
Element Type: Slab, GUID: 2EADAB57-551E-EF4A-B42C-0B7A305F4916, Info String: SLA - 028, Slab Bounding Box: [(46.04, -9.00, -0.10), (58.24, -4.52, 0.00)], Label Type: 0
Element Type: Slab, GUID: 22235CB7-7A22-0749-9033-4AF003C4AFB5, Info String: SLA - 028, Slab Bounding Box: [(51.32, -3.25, 0.05), (53.27, -1.25, 0.30)], Label Type: 0
Element Type: Slab, GUID: A30AE39B-F624-0846-96C8-1F5499D7E395, Info String: SLA - 023, Slab Bounding Box: [(54.99, -24.00, -0.25), (58.24, -18.10, -0.15)], Label Type: 0
Element Type: Slab, GUID: 7A0D7247-A93F-5547-9898-96B34ECE6DFF, Info String: SLA - 023, Slab Bounding Box: [(46.04, -24.00, -0.25), (49.59, -18.10, -0.15)], Label Type: 0
Element Type: Slab, GUID: F2194AB0-097D-0E44-B806-0CA794DF4481, Info String: SLA - 028, Slab Bounding Box: [(53.42, -20.75, -0.10), (54.99, -19.05, 0.00)], Label Type: 0
Element Type: Slab, GUID: 5E995DC4-602B-144A-838A-5953F26521D3, Info String: SLA - 028, Slab Bounding Box: [(53.27, -24.00, -0.10), (54.99, -20.75, 0.00)], Label Type: 0
Element Type: Slab, GUID: 89748733-F5DA-2A4B-B46A-E49FBFE5CF2C, Info String: SLA - 023, Slab Bounding Box: [(46.04, -22.56, -0.10), (58.54, -16.00, 0.00)], Label Type: 0
Element Type: Slab, GUID: CAF3511E-B727-9541-B4EB-A4A7C756E810, Info String: SLA - 031, Slab Bounding Box: [(51.32, -24.00, -0.20), (53.27, -23.70, -0.10)], Label Type: 0
Element Type: Slab, GUID: FD4EFB10-1720-EA48-9B03-0EC48B7E993A, Info String: SLA - 029, Slab Bounding Box: [(46.39, -4.18, 2.53), (58.19, -1.60, 2.55)], Label Type: 0
Element Type: Slab, GUID: 616322E7-CE4A-414F-9EBB-5EFC7BEA3CF4, Info String: SLA - 030, Slab Bounding Box: [(51.29, -7.89, -0.50), (53.30, -4.53, -0.20)], Label Type: 0
Element Type: Slab, GUID: 29B23720-F5EF-9A45-BCE8-26FC1FF56AFE, Info String: SLA - 030, Slab Bounding Box: [(51.29, -7.89, -0.20), (53.30, -4.52, -0.03)], Label Type: 0
Element Type: Zone, GUID: 38386E68-1839-1E41-BEAD-7ED043FC85C5, Zone Stamp GUID: D685BC64-975D-AD41-BF85-397C7807A4EC, Position: (47.87, -20.98), Room Name: Garage, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(47.08, -21.42, 0.00), (48.66, -20.55, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.34, -24.00, 0.00), (49.29, -18.40, 2.42)], Label Type: 4
Element Type: Zone, GUID: A5CAA29C-E92E-EF4B-9DB6-05BF3C717FE3, Zone Stamp GUID: 6A0850CF-5214-D546-BAD0-B96D1149D643, Position: (56.82, -20.98), Room Name: Garage, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(56.03, -21.42, 0.00), (57.61, -20.55, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(55.29, -24.00, 0.00), (58.24, -18.40, 2.42)], Label Type: 4
Element Type: Zone, GUID: 0200685A-92C9-C64E-9ABA-BC3AFDB63692, Zone Stamp GUID: 0621C31C-781F-834A-9B7A-7D2CD38B1A1A, Position: (49.07, -6.36), Room Name: Living and Dining Room, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(47.09, -6.67, 0.00), (51.04, -5.80, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.32, -9.00, 0.00), (58.24, -4.53, 2.42)], Label Type: 4
Element Type: Zone, GUID: ECAC225E-FBAE-6B4A-976B-11BF3573C5BC, Zone Stamp GUID: 99329078-97D3-6845-8AD8-4052DD8D32A9, Position: (51.88, -1.82), Room Name: WC 1, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(51.16, -2.26, 0.00), (52.59, -1.39, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(51.16, -3.10, 0.00), (53.27, -1.39, 2.42)], Label Type: 4
Element Type: Zone, GUID: 15795895-39FF-3746-999A-116F344FC0D3, Zone Stamp GUID: 72038758-8D5E-8044-BF56-03815FC43360, Position: (52.16, -0.68), Room Name: Courtyard, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(51.34, -1.11, 0.00), (52.98, -0.25, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.34, -1.25, 0.00), (58.27, -0.25, 2.42)], Label Type: 4
Element Type: Zone, GUID: 6F1588FE-999E-8443-9013-E1FF3D2CEDE7, Zone Stamp GUID: 59A76F9D-47AE-B346-8FB7-7DFFC03E195E, Position: (52.30, -12.55), Room Name: Garden, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(51.51, -12.98, 0.00), (53.09, -12.12, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.34, -15.70, 0.00), (58.24, -9.30, 2.42)], Label Type: 4
Element Type: Zone, GUID: 98122836-5C8E-2845-9C07-6622CE08A6C0, Zone Stamp GUID: ED29A999-248A-1F42-BDB9-818475C21FFE, Position: (48.88, -16.93), Room Name: Service Kitchen, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(47.59, -17.36, 0.00), (50.16, -16.50, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.34, -18.90, 0.00), (51.32, -16.00, 2.42)], Label Type: 4
Element Type: Zone, GUID: 3399477A-CF3D-A147-BEB0-EE660EBE5A8F, Zone Stamp GUID: BE244A6B-2BCC-0641-AA61-A8638CA09935, Position: (55.75, -2.59), Room Name: Kitchen, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(54.96, -3.02, 0.00), (56.54, -2.16, 0.00)], Info String: ZON - 005, Zone Bounding Box: [(53.42, -4.53, 0.00), (58.24, -1.45, 2.42)], Label Type: 4
Element Type: Zone, GUID: C6BEA3F7-2344-074F-AC85-F2945ADB859C, Zone Stamp GUID: F98E1343-137F-454A-BC7D-5BF5750431F5, Position: (48.79, -3.17), Room Name: Office, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(48.00, -3.60, 0.00), (49.58, -2.73, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(46.32, -4.53, 0.00), (53.42, -1.45, 2.42)], Label Type: 4
Element Type: Zone, GUID: 9960AF5A-26E5-024E-B142-7AE400E118BF, Zone Stamp GUID: 2E8D76B2-6B07-4847-8EF6-2E11E7C798AF, Position: (50.98, -21.27), Room Name: Service Room, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(49.83, -21.71, 0.00), (52.12, -20.84, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(49.59, -23.70, 0.00), (52.12, -20.75, 2.42)], Label Type: 4
Element Type: Zone, GUID: BA12BA97-B97C-A941-A575-8B2ED4CC2E4A, Zone Stamp GUID: 6D788223-2CDA-0346-BCF8-098D054D7EF7, Position: (53.84, -21.34), Room Name: Storge Room, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(52.77, -21.77, 0.00), (54.92, -20.91, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(52.77, -23.70, 0.00), (54.99, -20.75, 2.42)], Label Type: 4
Element Type: Zone, GUID: BB92DAB1-5C33-474F-8999-B882E5ECB8C0, Zone Stamp GUID: B4D6E44D-4094-8044-9C21-8794AB247E8F, Position: (50.62, -19.60), Room Name: WC SR 1, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(49.91, -20.03, 0.00), (51.34, -19.16, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(49.59, -20.60, 0.00), (51.34, -19.05, 2.42)], Label Type: 4
Element Type: Zone, GUID: 7823A8C6-5113-464C-89DA-496E4F419C2D, Zone Stamp GUID: 86E7B3A0-D60D-2844-9045-6A5751E29E45, Position: (54.42, -19.71), Room Name: WC SR 2, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(53.70, -20.14, 0.00), (55.13, -19.27, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(53.42, -20.60, 0.00), (55.13, -19.05, 2.42)], Label Type: 4
Element Type: Zone, GUID: 2FF94F9E-1FC7-7343-A494-EF5882B7D152, Zone Stamp GUID: D3F967E0-0103-7648-8E45-D75BE37895E8, Position: (52.37, -17.67), Room Name: Hall Corridor, Room Number: <Room Number>, Room Height: 2.42, Zone Stamp Bounding Box: [(51.32, -18.10, 0.00), (53.42, -17.23, 0.00)], Info String: ZON - 004, Zone Bounding Box: [(51.32, -22.45, 0.00), (58.24, -16.00, 2.42)], Label Type: 4
Element Type: Door, GUID: DEA46A72-C8F8-8442-BAF2-8F7AAA1C3508, Width: 1.95 , Height: 2.50 , Embedded in Wall GUID: 6F150C78-31F0-2D48-93F4-BF7E08B9B55C, Info String: D - 18, Door Bounding Box: [(51.32, -9.30, 0.00), (53.27, -8.06, 2.50)], Label Type: 0
Element Type: Door, GUID: E218BBE9-0C33-6C4F-AED1-B6A841E0EBF2, Width: 1.95 , Height: 2.50 , Embedded in Wall GUID: ED126663-C0D5-3549-B8AC-744ABB2B6F8E, Info String: D - 19, Door Bounding Box: [(51.32, -16.94, 0.00), (53.27, -15.70, 2.50)], Label Type: 0
Element Type: Door, GUID: 4F3C42BB-ECF5-464B-8B48-D4C71EFA6EBD, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: 669E373A-206B-5740-8E03-EB5558470AA9, Info String: D - 01, Door Bounding Box: [(48.49, -19.12, -0.15), (49.29, -18.10, 1.95)], Label Type: 0
Element Type: Door, GUID: A629A9F3-E0B9-8A48-B7F5-EEE1F6950E7E, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: 42B1B32B-543B-DA43-B98F-03E22E3C4047, Info String: D - 00, Door Bounding Box: [(52.47, -3.25, 0.30), (53.27, -2.38, 2.40)], Label Type: 0
Element Type: Door, GUID: 7016E364-0206-5B4D-BA99-74D5BF3DC3A0, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: DF2436EE-1DC8-FD49-A968-2A078A196608, Info String: D - 08, Door Bounding Box: [(50.45, -21.55, 0.00), (51.32, -20.75, 2.10)], Label Type: 0
Element Type: Door, GUID: 9A5E62C9-ACFD-F846-8FC0-0943D55BAC4B, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: C1956FAB-85CF-8847-8E95-09373562B7A4, Info String: D - 02, Door Bounding Box: [(55.29, -19.12, -0.15), (56.09, -18.10, 1.95)], Label Type: 0
Element Type: Door, GUID: 54313A83-78A9-904C-B274-EB316716FDB1, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: 207E3349-6504-3148-AFCE-EF4E70251EAE, Info String: D - 09, Door Bounding Box: [(50.37, -20.75, 0.00), (51.17, -19.88, 2.10)], Label Type: 0
Element Type: Door, GUID: 43C7E2B7-E592-C24A-87C8-17229482C48E, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: EA0CD477-BE53-DF43-9796-76AEF6588526, Info String: D - 13, Door Bounding Box: [(53.27, -21.55, 0.00), (54.14, -20.75, 2.10)], Label Type: 0
Element Type: Door, GUID: 9F70845D-1A50-6A41-AA31-DA3294ED7C99, Width: 0.80 , Height: 2.10 , Embedded in Wall GUID: EA0CD477-BE53-DF43-9796-76AEF6588526, Info String: D - 14, Door Bounding Box: [(53.27, -20.50, 0.00), (54.14, -19.70, 2.10)], Label Type: 0
Element Type: Door, GUID: 8B85CF7D-05C4-D048-A599-D4A0D1D81F0C, Width: 1.95 , Height: 2.75 , Embedded in Wall GUID: 7EDCD961-EA8F-BA48-B4D2-025973644CCF, Info String: D 07, Door Bounding Box: [(51.32, -22.63, 0.00), (53.27, -21.25, 2.75)], Label Type: 0
Element Type: Zone Stamp, GUID: D685BC64-975D-AD41-BF85-397C7807A4EC, Zone Stamp Bounding Box: [(47.08, -21.42, 0.00), (48.66, -20.55, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 6A0850CF-5214-D546-BAD0-B96D1149D643, Zone Stamp Bounding Box: [(56.03, -21.42, 0.00), (57.61, -20.55, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 0621C31C-781F-834A-9B7A-7D2CD38B1A1A, Zone Stamp Bounding Box: [(47.09, -6.67, 0.00), (51.04, -5.80, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 99329078-97D3-6845-8AD8-4052DD8D32A9, Zone Stamp Bounding Box: [(51.16, -2.26, 0.00), (52.59, -1.39, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 72038758-8D5E-8044-BF56-03815FC43360, Zone Stamp Bounding Box: [(51.34, -1.11, 0.00), (52.98, -0.25, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 59A76F9D-47AE-B346-8FB7-7DFFC03E195E, Zone Stamp Bounding Box: [(51.51, -12.98, 0.00), (53.09, -12.12, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: ED29A999-248A-1F42-BDB9-818475C21FFE, Zone Stamp Bounding Box: [(47.59, -17.36, 0.00), (50.16, -16.50, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: BE244A6B-2BCC-0641-AA61-A8638CA09935, Zone Stamp Bounding Box: [(54.96, -3.02, 0.00), (56.54, -2.16, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: F98E1343-137F-454A-BC7D-5BF5750431F5, Zone Stamp Bounding Box: [(48.00, -3.60, 0.00), (49.58, -2.73, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 2E8D76B2-6B07-4847-8EF6-2E11E7C798AF, Zone Stamp Bounding Box: [(49.83, -21.71, 0.00), (52.12, -20.84, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 6D788223-2CDA-0346-BCF8-098D054D7EF7, Zone Stamp Bounding Box: [(52.77, -21.77, 0.00), (54.92, -20.91, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: B4D6E44D-4094-8044-9C21-8794AB247E8F, Zone Stamp Bounding Box: [(49.91, -20.03, 0.00), (51.34, -19.16, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: 86E7B3A0-D60D-2844-9045-6A5751E29E45, Zone Stamp Bounding Box: [(53.70, -20.14, 0.00), (55.13, -19.27, 0.00)], Info String: Zone Stamp
Element Type: Zone Stamp, GUID: D3F967E0-0103-7648-8E45-D75BE37895E8, Zone Stamp Bounding Box: [(51.32, -18.10, 0.00), (53.42, -17.23, 0.00)], Info String: Zone Stamp
Element Type: DimText 0, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 0 Bounding Box: [(44.13, -0.49, 0.00), (44.63, 0.01, 0.00)], Text: 0.000, Position: (44.13, -0.49), Info String: Dim Text 0
Element Type: DimText 1, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 1 Bounding Box: [(44.13, -2.61, 0.00), (44.63, -2.11, 0.00)], Text: 4.225, Position: (44.13, -2.61), Info String: Dim Text 1
Element Type: DimText 2, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 2 Bounding Box: [(44.13, -7.11, 0.00), (44.63, -6.61, 0.00)], Text: 4.775, Position: (44.13, -7.11), Info String: Dim Text 2
Element Type: DimText 3, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 3 Bounding Box: [(44.13, -12.84, 0.00), (44.63, -12.34, 0.00)], Text: 6.700, Position: (44.13, -12.84), Info String: Dim Text 3
Element Type: DimText 4, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 4 Bounding Box: [(44.13, -17.98, 0.00), (44.63, -17.48, 0.00)], Text: 3.575, Position: (44.13, -17.98), Info String: Dim Text 4
Element Type: DimText 5, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, DimText 5 Bounding Box: [(44.13, -21.98, 0.00), (44.63, -21.48, 0.00)], Text: 4.425, Position: (44.13, -21.98), Info String: Dim Text 5
Element Type: DimText 6, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, DimText 6 Bounding Box: [(45.85, -26.83, 0.00), (46.35, -26.33, 0.00)], Text: 0.000, Position: (45.85, -26.83), Info String: Dim Text 6
Element Type: DimText 7, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, DimText 7 Bounding Box: [(52.02, -26.83, 0.00), (52.52, -26.33, 0.00)], Text: 12.200, Position: (52.02, -26.83), Info String: Dim Text 7
Element Type: DimText 8, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, DimText 8 Bounding Box: [(43.48, -0.49, 0.00), (43.98, 0.01, 0.00)], Text: 0.000, Position: (43.48, -0.49), Info String: Dim Text 8
Element Type: DimText 9, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, DimText 9 Bounding Box: [(43.48, -12.42, 0.00), (43.98, -11.92, 0.00)], Text: 23.700, Position: (43.48, -12.42), Info String: Dim Text 9
Element Type: DimText 10, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, DimText 10 Bounding Box: [(45.85, -25.83, 0.00), (46.35, -25.33, 0.00)], Text: 0.000, Position: (45.85, -25.83), Info String: Dim Text 10
Element Type: DimText 11, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, DimText 11 Bounding Box: [(48.34, -25.83, 0.00), (48.84, -25.33, 0.00)], Text: 4.975, Position: (48.34, -25.83), Info String: Dim Text 11
Element Type: DimText 12, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, DimText 12 Bounding Box: [(52.05, -25.83, 0.00), (52.55, -25.33, 0.00)], Text: 2.250, Position: (52.05, -25.83), Info String: Dim Text 12
Element Type: DimText 13, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, DimText 13 Bounding Box: [(55.56, -25.83, 0.00), (56.06, -25.33, 0.00)], Text: 4.975, Position: (55.56, -25.83), Info String: Dim Text 13
